[14Jan2025 04:25:15.187] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.4.2, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[14Jan2025 04:25:15.193] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.13 by Ubuntu; OS Linux arch amd64 version 6.5.0-1025-azure
[14Jan2025 04:25:18.076] [main/INFO] [com.teampotato.redirector.Redirector/]: Redirector CoreMod initialized successfully!
[14Jan2025 04:25:18.126] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/lol/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[14Jan2025 04:25:18.206] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ♻ Init ...
[14Jan2025 04:25:18.207] [main/INFO] [Mods Optimizer/]: Game Directory: /workspaces/lol/servidor_minecraft
[14Jan2025 04:25:18.208] [main/INFO] [Mods Optimizer/]: Mods Directory: /workspaces/lol/servidor_minecraft/mods
[14Jan2025 04:25:18.208] [main/INFO] [Mods Optimizer/]: Game Environment: SERVER
[14Jan2025 04:25:18.210] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from /workspaces/lol/servidor_minecraft/config/mods_optimizer/config.toml
[14Jan2025 04:25:18.251] [main/INFO] [Mods Optimizer/]: ♻ init with game dir /workspaces/lol/servidor_minecraft and mods dir /workspaces/lol/servidor_minecraft/mods for target SERVER in 41 ms.
[14Jan2025 04:25:18.252] [main/INFO] [Mods Optimizer/]: ♻ Parsing Mods data ...
[14Jan2025 04:25:18.253] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~302 mods in /workspaces/lol/servidor_minecraft/mods with file extension .jar ...
[14Jan2025 04:25:18.296] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for attributefix from CLIENT to DEFAULT
[14Jan2025 04:25:18.299] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/Explorify v1.6.2 f10-48.jar, which is expected in some cases.
[14Jan2025 04:25:18.354] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothchunk from DEFAULT to SERVER
[14Jan2025 04:25:18.358] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@1d035be3
[14Jan2025 04:25:18.359] [main/WARN] [Mods Optimizer/]: ⚠ Found no META-INF/mods.toml file for /workspaces/lol/servidor_minecraft/mods/kotlinforforge-3.12.0-all.jar!
[14Jan2025 04:25:18.367] [main/WARN] [Mods Optimizer/]: ⚠ Found no version tag inside the fabric.mod.json file /workspaces/lol/servidor_minecraft/mods/webdisplays-1.3.3.jar!
[14Jan2025 04:25:18.442] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.the_bumblezone[1] section of the mods.toml file /workspaces/lol/servidor_minecraft/mods/the_bumblezone_forge-6.9.13+1.19.2.jar!
[14Jan2025 04:25:18.449] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp Sep 23, 2023:
[14Jan2025 04:25:18.576] [main/WARN] [Mods Optimizer/]: ⚠ Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file /workspaces/lol/servidor_minecraft/mods/Patchouli-1.19.2-77.jar!
[14Jan2025 04:25:18.614] [main/WARN] [Mods Optimizer/]: ⚠ Found no name tag inside the fabric.mod.json file /workspaces/lol/servidor_minecraft/mods/PrettyPipes-1.13.6.jar!
[14Jan2025 04:25:18.621] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/dungeons-and-taverns-2.0.2 forge.jar, which is expected in some cases.
[14Jan2025 04:25:18.639] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/hearths-v1.0.0-mc1.19u1.19.3.jar, which is expected in some cases.
[14Jan2025 04:25:18.648] [main/WARN] [Mods Optimizer/]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/lol/servidor_minecraft/mods/vanilla-refresh-1.4.17c.jar, which is expected in some cases.
[14Jan2025 04:25:18.661] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[14Jan2025 04:25:18.674] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 266 mods.
[14Jan2025 04:25:18.675] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 5 data pack mods in 266 mods.
[14Jan2025 04:25:18.675] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 3 server mods in 266 mods.
[14Jan2025 04:25:18.676] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 257 default mods in 266 mods.
[14Jan2025 04:25:18.676] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[14Jan2025 04:25:18.677] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[14Jan2025 04:25:48.281] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/AllTags$AllFluidTags
[14Jan2025 04:25:48.284] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/AllTags$AllEntityTags
[14Jan2025 04:25:48.285] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/AllTags$AllRecipeSerializerTags
[14Jan2025 04:25:48.383] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting dev/xkmc/l2complements/network/NetworkManager
[14Jan2025 04:25:48.445] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/blay09/mods/waystones/config/DimensionalWarp
[14Jan2025 04:25:48.446] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/blay09/mods/waystones/config/WorldGenStyle
[14Jan2025 04:25:48.447] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/blay09/mods/waystones/worldgen/namegen/NameGenerationMode
[14Jan2025 04:25:48.597] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/tom/cpm/shared/PlatformFeature
[14Jan2025 04:25:48.687] [modloading-worker-0/INFO] [coroutil/]: forge loader environment detected
[14Jan2025 04:25:48.752] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/cstav/genshinstrument/networking/packet/instrument/util/HeldSoundPhase
[14Jan2025 04:25:48.769] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of genshinstrument:windsong_lyre
[14Jan2025 04:25:48.769] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of genshinstrument:vintage_lyre
[14Jan2025 04:25:48.770] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of genshinstrument:floral_zither_new
[14Jan2025 04:25:48.770] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of genshinstrument:floral_zither_old
[14Jan2025 04:25:48.771] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 2 note sounds of genshinstrument:glorious_drum
[14Jan2025 04:25:48.772] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 14 note sounds of genshinstrument:nightwind_horn_hold
[14Jan2025 04:25:48.773] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 14 note sounds of genshinstrument:nightwind_horn_attack
[14Jan2025 04:25:48.773] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.HeldNoteSoundRegistrar/]: Successfully loaded 14 (x2, 28 total) held note sounds for genshinstrument:nightwind_horn
[14Jan2025 04:25:48.798] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 16 note sounds of evenmoreinstruments:note_block_instrument
[14Jan2025 04:25:48.799] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:keyboard
[14Jan2025 04:25:48.800] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:violin_full
[14Jan2025 04:25:48.800] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:violin_half
[14Jan2025 04:25:48.801] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:trombone
[14Jan2025 04:25:48.801] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:saxophone
[14Jan2025 04:25:48.802] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:guitar
[14Jan2025 04:25:48.802] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:shamisen
[14Jan2025 04:25:48.803] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:koto
[14Jan2025 04:25:48.803] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:pipa_regular
[14Jan2025 04:25:48.804] [modloading-worker-0/INFO] [com.cstav.genshinstrument.sound.registrar.NoteSoundRegistrar/]: Successfully registered 21 note sounds of evenmoreinstruments:pipa_tremolo
[14Jan2025 04:25:48.889] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/faboslav/friendsandfoes/common/modcompat/ModCompat$Type
[14Jan2025 04:25:49.035] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/kinetics/deployer/DeployerBlockEntity$Mode
[14Jan2025 04:25:49.152] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/trains/signal/SignalBlock$SignalType
[14Jan2025 04:25:49.153] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/trains/signal/SignalBlockEntity$SignalState
[14Jan2025 04:25:49.471] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/platform/network/NetworkDir
[14Jan2025 04:25:49.504] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/foundation/data/recipe/CompatMetals
[14Jan2025 04:25:49.505] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/foundation/data/recipe/Mods
[14Jan2025 04:25:49.513] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/platform/RegHelper$VariantType
[14Jan2025 04:25:49.522] [modloading-worker-0/INFO] [simplyswords/]: Registering Gobber compat Items for simplyswords
[14Jan2025 04:25:49.544] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/platform/PlatformHelper$Env
[14Jan2025 04:25:49.548] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/platform/configs/ConfigType
[14Jan2025 04:25:49.597] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/moonlight/api/platform/PlatformHelper$Platform
[14Jan2025 04:25:49.642] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/minecraft/server/packs/repository/Pack$Position
[14Jan2025 04:25:49.649] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/equipment/zapper/PlacementPatterns
[14Jan2025 04:25:49.650] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/equipment/zapper/terrainzapper/TerrainBrushes
[14Jan2025 04:25:49.651] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/equipment/zapper/terrainzapper/TerrainTools
[14Jan2025 04:25:49.654] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/equipment/zapper/terrainzapper/PlacementOptions
[14Jan2025 04:25:49.672] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting dev/gigaherz/toolbelt/ConfigData$ThreeWayChoice
[14Jan2025 04:25:49.816] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/minecraft/world/level/GameType
[14Jan2025 04:25:49.843] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/foundation/block/connected/AllCTTypes
[14Jan2025 04:25:50.092] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/decoration/palettes/AllPaletteStoneTypes
[14Jan2025 04:25:50.098] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/decoration/palettes/PaletteBlockPattern$PatternNameType
[14Jan2025 04:25:50.321] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.VariantSelectorModule
[14Jan2025 04:25:50.332] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting vazkii/quark/base/module/ModuleCategory
[14Jan2025 04:25:50.339] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.NarratorReadoutModule
[14Jan2025 04:25:50.340] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.ClimateControlRemoverModule
[14Jan2025 04:25:50.341] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.EnchantmentsBegoneModule
[14Jan2025 04:25:50.344] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.GameNerfsModule
[14Jan2025 04:25:50.346] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.SpawnerReplacerModule
[14Jan2025 04:25:50.377] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.AdjustableChatModule
[14Jan2025 04:25:50.378] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.VillagerRerollingReworkModule
[14Jan2025 04:25:50.378] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.OverlayShaderModule
[14Jan2025 04:25:50.379] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.EnchantmentPredicatesModule
[14Jan2025 04:25:50.380] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantLaddersModule
[14Jan2025 04:25:50.380] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantBookshelvesModule
[14Jan2025 04:25:50.381] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.BambooBackportModule
[14Jan2025 04:25:50.382] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.CompressedBlocksModule
[14Jan2025 04:25:50.383] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/kinetics/clock/CuckooClockBlockEntity$Animation
[14Jan2025 04:25:50.387] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MorePottedPlantsModule
[14Jan2025 04:25:50.391] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.DuskboundBlocksModule
[14Jan2025 04:25:50.392] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.WoodenPostsModule
[14Jan2025 04:25:50.394] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ThatchModule
[14Jan2025 04:25:50.395] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MoreStoneVariantsModule
[14Jan2025 04:25:50.395] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ShearVinesModule
[14Jan2025 04:25:50.406] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.NetherBrickFenceGateModule
[14Jan2025 04:25:50.407] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GoldBarsModule
[14Jan2025 04:25:50.415] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/common/block/blocks/BlackboardBlock$UseMode
[14Jan2025 04:25:50.416] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.RopeModule
[14Jan2025 04:25:50.446] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.CelebratoryLampsModule
[14Jan2025 04:25:50.448] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.SoulSandstoneModule
[14Jan2025 04:25:50.449] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/configs/CommonConfigs$Hands
[14Jan2025 04:25:50.450] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/common/entities/BombEntity$BreakingMode
[14Jan2025 04:25:50.452] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/common/block/blocks/LightableLanternBlock$FallMode
[14Jan2025 04:25:50.453] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/configs/CommonConfigs$DeathMarkerMode
[14Jan2025 04:25:50.458] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantChestsModule
[14Jan2025 04:25:50.461] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.LeafCarpetModule
[14Jan2025 04:25:50.471] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.FramedGlassModule
[14Jan2025 04:25:50.471] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VerticalPlanksModule
[14Jan2025 04:25:50.493] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantFurnacesModule
[14Jan2025 04:25:50.506] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/configs/ClientConfigs$GraphicsFanciness
[14Jan2025 04:25:50.505] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.HedgesModule
[14Jan2025 04:25:50.510] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.HollowLogsModule
[14Jan2025 04:25:50.511] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MidoriModule
[14Jan2025 04:25:50.512] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.RainbowLampsModule
[14Jan2025 04:25:50.519] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/kinetics/belt/BeltBlockEntity$CasingType
[14Jan2025 04:25:50.522] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VerticalSlabsModule
[14Jan2025 04:25:50.523] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/common/block/tiles/BookPileBlockTile$BookColor
[14Jan2025 04:25:50.544] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/client/renderers/entities/layers/QuiverLayer$QuiverMode
[14Jan2025 04:25:50.546] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ShinglesModule
[14Jan2025 04:25:50.562] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.SturdyStoneModule
[14Jan2025 04:25:50.563] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.StoolsModule
[14Jan2025 04:25:50.563] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.RawMetalBricksModule
[14Jan2025 04:25:50.564] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MoreMudBlocksModule
[14Jan2025 04:25:50.564] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GrateModule
[14Jan2025 04:25:50.567] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.JapanesePaletteModule
[14Jan2025 04:25:50.568] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MoreBrickTypesModule
[14Jan2025 04:25:50.569] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GlassItemFrameModule
[14Jan2025 04:25:50.571] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.IndustrialPaletteModule
[14Jan2025 04:25:50.575] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.NetherObsidianSpikesModule
[14Jan2025 04:25:50.575] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/kinetics/mechanicalArm/ArmBlockEntity$Phase
[14Jan2025 04:25:50.586] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.PermafrostModule
[14Jan2025 04:25:50.599] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.FairyRingsModule
[14Jan2025 04:25:50.600] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.BigStoneClustersModule
[14Jan2025 04:25:50.614] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting reliquary/client/gui/hud/HUDPosition
[14Jan2025 04:25:50.610] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.SpiralSpiresModule
[14Jan2025 04:25:50.632] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.AncientWoodModule
[14Jan2025 04:25:50.636] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.NewStoneTypesModule
[14Jan2025 04:25:50.641] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting net/mehvahdjukaar/supplementaries/common/network/ClientBoundParticlePacket$EventType
[14Jan2025 04:25:50.643] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.BlossomTreesModule
[14Jan2025 04:25:50.649] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.GlimmeringWealdModule
[14Jan2025 04:25:50.660] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.MonsterBoxModule
[14Jan2025 04:25:50.678] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.AzaleaWoodModule
[14Jan2025 04:25:50.679] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.NoMoreLavaPocketsModule
[14Jan2025 04:25:50.680] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.CorundumModule
[14Jan2025 04:25:50.682] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.world.module.ChorusVegetationModule
[14Jan2025 04:25:50.688] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.CameraModule
[14Jan2025 04:25:50.699] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.ElytraIndicatorModule
[14Jan2025 04:25:50.708] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.ImprovedTooltipsModule
[14Jan2025 04:25:50.709] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.GreenerGrassModule
[14Jan2025 04:25:50.732] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.BucketsShowInhabitantsModule
[14Jan2025 04:25:50.732] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.SoulCandlesModule
[14Jan2025 04:25:50.735] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.AutoWalkKeybindModule
[14Jan2025 04:25:50.737] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.VariantAnimalTexturesModule
[14Jan2025 04:25:50.743] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.MicrocraftingHelperModule
[14Jan2025 04:25:50.746] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.UsesForCursesModule
[14Jan2025 04:25:50.750] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.WoolShutsUpMinecartsModule
[14Jan2025 04:25:50.752] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.BackButtonKeybindModule
[14Jan2025 04:25:50.753] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.ChestSearchingModule
[14Jan2025 04:25:50.768] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.LongRangePickBlockModule
[14Jan2025 04:25:50.770] [modloading-worker-0/INFO] [com.teampotato.redirector.Redirector/]: Redirecting com/simibubi/create/content/kinetics/deployer/DeployerBlockEntity$State
[14Jan2025 04:25:50.770] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.UsageTickerModule
[14Jan2025 04:25:50.772] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.PistonsMoveTileEntitiesModule
[14Jan2025 04:25:50.776] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.EnderWatcherModule
[14Jan2025 04:25:50.778] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.RedstoneRandomizerModule
[14Jan2025 04:25:50.785] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.FeedingTroughModule
[14Jan2025 04:25:50.793] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.MetalButtonsModule
[14Jan2025 04:25:50.796] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.IronRodModule
[14Jan2025 04:25:50.801] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.ObsidianPlateModule
